UniqueTitle,Description,CountSubTitles,Min-MinRate,Max-MaxRate,SalaryMinMaxValid,MultipleSubtitles,PayType,PayPeriod,UnionCode,UnionName,BargUnit,BargDesc,TitleStatus
6152,SPECIAL INVESTIGATOR (COMPUTER,1,35000,42000,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
6337,RESEARCH ASSISTANT (CHARTER RE,1,18000,42000,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
81715,CHIEF CARETAKER (HA),1,42012,42012,ValidSalary,SingleTitle,AnnualSalary,Annual,420,TEAMSTERS LOCAL 237 (HA),IBT,Intl Brotherhood of Teamsters,ActiveTitle
31110,SENIOR INVESTIGATOR,3,32376,42068,ValidSalary,MultipleTitles,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
52296,SR JUVENILE COUNSELOR,2,32376,42068,ValidSalary,MultipleTitles,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
56031,*SENIOR HUMAN RESOURCES SPECIA,1,32376,42068,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
91212,MOTOR VEHICLE OPERATOR,7,38749,42095,ValidSalary,MultipleTitles,AnnualSalary,Annual,134,MOTOR VEHICLE OPERATORS DC37,DC37,District Council 37,ActiveTitle
90615,PHOTOGRAPHER AND PHOTOSTAT OPE,2,33960,42262,ValidSalary,MultipleTitles,AnnualSalary,Annual,128,CLERICAL TITLES DC37,DC37,District Council 37,ActiveTitle
70810,SPECIAL OFFICER,3,34194,42332,ValidSalary,MultipleTitles,AnnualSalary,Annual,47,SPECIAL OFFICERS L237 IBT,IBT,Intl Brotherhood of Teamsters,ActiveTitle
9041A,RADIO AND TELEVISION OPERATOR,2,29440,42340,ValidSalary,MultipleTitles,AnnualSalary,Annual,39,AUDIO VISUAL AIDE TECHNICIANS,IATS,Alliance ofTheatrical&StageEEs,ActiveTitle
51105,PUBLIC HEALTH EDUCATION TRAINE,1,42396,42396,ValidSalary,SingleTitle,AnnualSalary,Annual,142,PUBLIC INFORMATION & HEALTH LO,IBT,Intl Brotherhood of Teamsters,ActiveTitle
80710,HOUSEKEEPER,2,36628,42435,ValidSalary,MultipleTitles,AnnualSalary,Annual,121,L237 INSTITUTIONAL TITLES,IBT,Intl Brotherhood of Teamsters,ActiveTitle
21512,LABORATORY ASSOCIATE,6,38113,42470,ValidSalary,MultipleTitles,AnnualSalary,Annual,123,L144 SEIU HOSPITAL TECHNICIANS,SEIU,Service Employees Int'l Union,ActiveTitle
30710,SENIOR CLAIM EXAMINER (PYRL 74,1,32376,42476,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
506,MEDICAL WASTE TECHNICIAN,1,36437,42510,ValidSalary,SingleTitle,AnnualSalary,Annual,124,"L420,L2507,L3627 DC37 HOSPITAL",DC37,District Council 37,ActiveTitle
6220,REGISTERED NURSE (BOARD OF EDU,2,36426,42555,ValidSalary,MultipleTitles,AnnualSalary,Annual,76,STAFF NURSES - UFT,UFT,United Federation of Teachers,ActiveTitle
35003,APPRENTICE INSPECTOR (CONSTRUC,1,31150,42569,ValidSalary,SingleTitle,AnnualSalary,Annual,53,BUILDING AND CONSTRUCTION INSP,IUOE,Intl Union ofOpertg Engineers ,ActiveTitle
35005,APPRENTICE INSPECTOR (ELEVATOR,1,31150,42569,ValidSalary,SingleTitle,AnnualSalary,Annual,53,BUILDING AND CONSTRUCTION INSP,IUOE,Intl Union ofOpertg Engineers ,ActiveTitle
35009,APPRENTICE INSPECTOR (HOUSING),2,31150,42569,ValidSalary,MultipleTitles,AnnualSalary,Annual,53,BUILDING AND CONSTRUCTION INSP,IUOE,Intl Union ofOpertg Engineers ,ActiveTitle
35031,APPRENTICE INSPECTOR (HSG CONT,1,31150,42569,ValidSalary,SingleTitle,AnnualSalary,Annual,53,BUILDING AND CONSTRUCTION INSP,IUOE,Intl Union ofOpertg Engineers ,ActiveTitle
1906,SUPERVISING ACCOUNTANT INVESTI,1,31772,42607,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
94207,ADMINISTRATIVE ASSISTANT (BOE),1,42659,42659,ValidSalary,SingleTitle,AnnualSalary,Annual,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,ActiveTitle
6109,SPECIAL ASSISTANT TO THE COUNC,1,35311,42679,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
82104,LABORATORY HELPER (COMPETITIVE,1,32856,42724,ValidSalary,SingleTitle,AnnualSalary,Annual,97,BUYERS L300 SEIU,SEIU,Service Employees Int'l Union,ActiveTitle
82107,LABORATORY HELPER,8,32856,42724,ValidSalary,MultipleTitles,AnnualSalary,Annual,97,BUYERS L300 SEIU,SEIU,Service Employees Int'l Union,ActiveTitle
33765,SERVICE INSPECTOR (DOT),2,35396,42749,ValidSalary,MultipleTitles,AnnualSalary,Annual,56,INSPECTORS (HIGHWAYS AND SEWER,PRBD,Pavers & Road Builders DC,ActiveTitle
60920,SENIOR RENT RESEARCH ASSOCIATE,1,30911,42758,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
6679,SECRETARY TO DEPUTY EXECUTIVE,1,33850,42789,ValidSalary,SingleTitle,AnnualSalary,Annual,662,NON COMPETITIVE OJ,N/U,Non-Union,ActiveTitle
6680,SECRETARY TO COUNSEL (HA),1,33850,42789,ValidSalary,SingleTitle,AnnualSalary,Annual,662,NON COMPETITIVE OJ,N/U,Non-Union,ActiveTitle
10103,EXECUTIVE ASSISTANT,1,33850,42789,ValidSalary,SingleTitle,AnnualSalary,Annual,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,ActiveTitle
52015,MORTUARY TECHNICIAN,1,37632,42806,ValidSalary,SingleTitle,AnnualSalary,Annual,124,"L420,L2507,L3627 DC37 HOSPITAL",DC37,District Council 37,ActiveTitle
52020,City Mortuary Technician,1,37632,42806,ValidSalary,SingleTitle,AnnualSalary,Annual,124,"L420,L2507,L3627 DC37 HOSPITAL",DC37,District Council 37,ActiveTitle
1026D,CALL CENTER REPRESENTATIVE (LO,1,29602,42839,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
1026F,CALL CENTER REPRESENTATIVE (LO,1,32036,42839,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
70910,HOUSING POLICE PATROLMEN,1,25977,42914,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
5131,EMPLOYMENT PLANNING SPECIALIST,1,33417,42919,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
6626,CASE MANAGEMENT NURSE (DOP),1,35334,42927,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
5461,PUBLIC RELATIONS ADVISOR (DEPT,1,31872,43051,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
6556,PUBLIC RELATIONS ADVISER (COPI,1,31871,43051,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
90211,BAKER,1,34865,43137,ValidSalary,SingleTitle,AnnualSalary,Annual,108,L832 IBT INSTITUTIONAL TITLES,IBT,Intl Brotherhood of Teamsters,ActiveTitle
90238,FOOD SERVICE SUPERVISOR,1,37135,43141,ValidSalary,SingleTitle,AnnualSalary,Annual,121,L237 INSTITUTIONAL TITLES,IBT,Intl Brotherhood of Teamsters,ActiveTitle
12819,SECRETRAY TO THE CITY DIRECTOR,1,31924,43148,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
30605,ASSISTANT DEPUTY REGISTER,1,31924,43148,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
90535,SUPERVISOR (EXTERMINATORS),5,38157,43164,ValidSalary,MultipleTitles,AnnualSalary,Annual,131,SUPERVISORY MAINTENANCE TITLES,DC37,District Council 37,ActiveTitle
90560,SENIOR SUPERVISOR (EXTERMINATO,1,40028,43164,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
5208,SECRETARY TO THE EXECUTIVE ASS,1,29318,43171,ValidSalary,SingleTitle,AnnualSalary,Annual,662,NON COMPETITIVE OJ,N/U,Non-Union,ActiveTitle
22110,*ASSISTANT PLANNER,1,34457,43272,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
91920,SHIP CAULKER,1,43305,43305,ValidSalary,SingleTitle,AnnualSalary,Annual,103,CARPENTERS SHIP CRPNTRS CAULKE,UBCJ,UnitedBrthd of Crptrs&Joiners,ActiveTitle
12749,STAFF ANALYST TRAINEE,2,40869,43317,ValidSalary,MultipleTitles,AnnualSalary,Annual,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,ActiveTitle
9708,SERVICE INSPECTOR (PROJECT SCO,2,35411,43420,ValidSalary,MultipleTitles,AnnualSalary,Annual,665,TEMPORARY OJ,N/U,Non-Union,ActiveTitle
33993,SUPVG CONSUMER AFFAIRS INSP (C,2,36777,43426,ValidSalary,MultipleTitles,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
91701,ARMATURE WINDER,1,43451,43451,ValidSalary,SingleTitle,AnnualSalary,Annual,77,ARMATURE WINDERS (220) L3 IBEW,IBEW,Intl Brthd of Electrical Wrkrs,ActiveTitle
92425,*RAMMER,1,43514,43514,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
98801,PATIENT CARE ASSOCIATE,1,37255,43523,ValidSalary,SingleTitle,AnnualSalary,Annual,124,"L420,L2507,L3627 DC37 HOSPITAL",DC37,District Council 37,ActiveTitle
5362,ASSISTANT BUDGET ANALYST (OMB),1,20822,43592,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
12628,EDUCATION ANALYST,2,33760,43658,ValidSalary,MultipleTitles,AnnualSalary,Annual,403,UNIQUE TITLES DB OF ED,N/U,Non-Union,ActiveTitle
5054,SENIOR INSTITUTIONAL TEACHER (,1,32376,43681,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
E0749,SUPERVISING SCHOOL SOCIAL WORK,1,43701,43701,ValidSalary,SingleTitle,AnnualSalary,Annual,400,CSA,CSA,Council of School Supvs&Admins,ActiveTitle
35007,APPRENTICE INSPECTOR (HIGHWAYS,1,32016,43752,ValidSalary,SingleTitle,AnnualSalary,Annual,56,INSPECTORS (HIGHWAYS AND SEWER,PRBD,Pavers & Road Builders DC,ActiveTitle
10632,HOUSING TELLER (HA),4,21672,43763,ValidSalary,MultipleTitles,AnnualSalary,Annual,420,TEAMSTERS LOCAL 237 (HA),IBT,Intl Brotherhood of Teamsters,ActiveTitle
21801,CHEMIST TRAINEE,2,43820,43820,ValidSalary,MultipleTitles,AnnualSalary,Annual,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,ActiveTitle
80510,CUSTODIAL SUPERVISOR,3,33682,43833,ValidSalary,MultipleTitles,AnnualSalary,Annual,131,SUPERVISORY MAINTENANCE TITLES,DC37,District Council 37,ActiveTitle
91619,HEATING PLANT TECHNICIAN (HA-A,4,30175,43877,ValidSalary,MultipleTitles,AnnualSalary,Annual,420,TEAMSTERS LOCAL 237 (HA),IBT,Intl Brotherhood of Teamsters,ActiveTitle
92120,PRESS OPERATOR (CYLINDER PRESS,1,43932,43932,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
92121,PRESS OPERATOR (JOB PRESS),1,43932,43932,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
5446,SPECIAL ASSISTANT TO DEPUTY MA,1,28500,44000,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
6341,ASST COMMUNICATIONS ADVSR (CHA,1,34000,44000,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
40501,MANAGEMENT AUDITOR TRAINEE,1,44048,44048,ValidSalary,SingleTitle,AnnualSalary,Annual,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,ActiveTitle
92231,LANDMARK PRESESRVATIONIST (LEV,1,33807,44086,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
6008,ASSISTANT PROJECT PLANNER(MA),1,28366,44125,ValidSalary,SingleTitle,AnnualSalary,Annual,993,TEMPORARY NON OJ & NON MANAGER,N/U,Non-Union,ActiveTitle
60215,PUBLIC RECORDS AIDE,4,33183,44182,ValidSalary,MultipleTitles,AnnualSalary,Annual,128,CLERICAL TITLES DC37,DC37,District Council 37,ActiveTitle
31120,PRINCIPAL INVESTIGATOR,1,36245,44191,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
5463,SPECIAL INVESTIGATOR (DEPARTME,2,19149,44282,ValidSalary,MultipleTitles,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
90210,COOK,1,34898,44334,ValidSalary,SingleTitle,AnnualSalary,Annual,121,L237 INSTITUTIONAL TITLES,IBT,Intl Brotherhood of Teamsters,ActiveTitle
90213,MEAT CUTTER,1,34898,44334,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
71012,POLICE COMMUNICATIONS TECHNICI,2,37616,44379,ValidSalary,MultipleTitles,AnnualSalary,Annual,128,CLERICAL TITLES DC37,DC37,District Council 37,ActiveTitle
90511,HOUSING EXTERMINATOR (HA),1,30742,44444,ValidSalary,SingleTitle,AnnualSalary,Annual,420,TEAMSTERS LOCAL 237 (HA),IBT,Intl Brotherhood of Teamsters,ActiveTitle
35004,APPRENTICE INSPECTOR (ELECTRIC,2,28504,44523,ValidSalary,MultipleTitles,AnnualSalary,Annual,45,ELECTRICAL INSPECTORS L3 IBEW,IBEW,Intl Brthd of Electrical Wrkrs,ActiveTitle
90565,PRIN SUPV OF HOUSING EXTERMINA,1,44549,44549,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
60614,ASSISTANT PROGRAM MANAGER,1,37324,44561,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
90460,SUPERVISOR OF RADIO OPERATION,1,37324,44561,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
90461,SUPERVISOR OF TELEVISION OPERA,1,37324,44561,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
20102,*JUNIOR DRAFTSMAN,1,34897,44643,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
60310,INSTITUTIONAL BAND MUSIC INSTR,1,36667,44677,ValidSalary,SingleTitle,AnnualSalary,Annual,108,L832 IBT INSTITUTIONAL TITLES,IBT,Intl Brotherhood of Teamsters,ActiveTitle
60313,INSTITUTIONAL TRADES INSTRUCTO,1,36667,44677,ValidSalary,SingleTitle,AnnualSalary,Annual,108,L832 IBT INSTITUTIONAL TITLES,IBT,Intl Brotherhood of Teamsters,ActiveTitle
92420,*PAVER,1,44787,44787,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
6428,DEPUTY COUNSEL INTERN (HA),1,43757,44947,ValidSalary,SingleTitle,AnnualSalary,Annual,620,NON COMPETITIVE OJ (HA),N/U,Non-Union,ActiveTitle
5404,ASSOCIATE ARTS PROGRAM SPECIAL,1,33586,44992,ValidSalary,SingleTitle,AnnualSalary,Annual,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,ActiveTitle
6347,CHIEF ADMINISTRATIVE OFFICER(C,1,35001,45000,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
6351,COMMUNITY RELATIONS ADVISOR (C,1,35001,45000,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
22102,HOUSING CONSULTANT,1,45018,45018,ValidSalary,SingleTitle,AnnualSalary,Annual,662,NON COMPETITIVE OJ,N/U,Non-Union,ActiveTitle
13104,ASSOCIATE ORGANIZATIONAL RESEA,1,41884,45230,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
33987,*SUPERVISING INSPECTOR OF PORT,1,38114,45239,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
51277,PRIN CORRECTIONAL COUNSELOR,1,38114,45239,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
6183,SECRETARY TO MEMBER (HA),1,35912,45395,ValidSalary,SingleTitle,AnnualSalary,Annual,620,NON COMPETITIVE OJ (HA),N/U,Non-Union,ActiveTitle
31311,LEAD ABATEMENT WORKER,1,45426,45426,ValidSalary,SingleTitle,AnnualSalary,Annual,132,"NON SUPERVISORY MAINTENANCE, S",DC37,District Council 37,ActiveTitle
81105,PARK SERVICES WORKER,1,33662,45465,ValidSalary,SingleTitle,AnnualSalary,Annual,132,"NON SUPERVISORY MAINTENANCE, S",DC37,District Council 37,ActiveTitle
90641,CITY PARK WORKER,8,33662,45465,ValidSalary,MultipleTitles,AnnualSalary,Annual,132,"NON SUPERVISORY MAINTENANCE, S",DC37,District Council 37,ActiveTitle
7165A,TRAFFIC ENFORCEMENT AGENT L3&4,6,39911,45645,ValidSalary,MultipleTitles,AnnualSalary,Annual,134,MOTOR VEHICLE OPERATORS DC37,DC37,District Council 37,ActiveTitle
13511,*COMPUTER OPERATOR,3,35215,45678,ValidSalary,MultipleTitles,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
92509,SENIOR AUTOMOTIVE SERVICE WORK,1,40597,45745,ValidSalary,SingleTitle,AnnualSalary,Annual,96,AUTOMOTIVE SERVICEMEN L246SEIU,SEIU,Service Employees Int'l Union,ActiveTitle
53053,EMERGENCY MEDICAL SPECIALIST-E,4,31931,45834,ValidSalary,MultipleTitles,AnnualSalary,Annual,137,"EMS L2507, L3621 - DC37",DC37,District Council 37,ActiveTitle
94395,PROGRAMMER (BD OF ELECTIONS),1,45913,45913,ValidSalary,SingleTitle,AnnualSalary,Annual,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,ActiveTitle
12887,SECRETARY TO THE PERSONNEL DIR,1,34038,46007,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
6523,DIRECTOR OF ART WORK (PUBLIC S,1,37770,46093,ValidSalary,SingleTitle,AnnualSalary,Annual,664,UNCLASSIFIED OJ,N/U,Non-Union,ActiveTitle
12203,HOUSING STOCK WORKER,2,29815,46095,ValidSalary,MultipleTitles,AnnualSalary,Annual,420,TEAMSTERS LOCAL 237 (HA),IBT,Intl Brotherhood of Teamsters,ActiveTitle
13110,*METHODS ANALYST,1,38232,46179,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
90573,REPAIR CREW CHIEF (HDA),1,37927,46365,ValidSalary,SingleTitle,AnnualSalary,Annual,133,REAL ESTATE TITLES DC387,DC37,District Council 37,ActiveTitle
6612,SECRETARY TO THE SPECIAL COMMI,1,34945,46439,ValidSalary,SingleTitle,AnnualSalary,Annual,662,NON COMPETITIVE OJ,N/U,Non-Union,ActiveTitle
6628,"SECRETARY TO MEMBER, (BOARD OF",1,34945,46439,ValidSalary,SingleTitle,AnnualSalary,Annual,993,TEMPORARY NON OJ & NON MANAGER,N/U,Non-Union,ActiveTitle
1026G,CALL CENTER REPRESENTATIVE (LO,1,35850,46439,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
90310,TELEVISION LIGHTING TECHNICIAN,1,39392,46491,ValidSalary,SingleTitle,AnnualSalary,Annual,62,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,ActiveTitle
90311,TELEVISON EQUIPMENT OPERATOR,2,39392,46491,ValidSalary,MultipleTitles,AnnualSalary,Annual,62,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,ActiveTitle
90312,FILM EDITOR,1,39392,46491,ValidSalary,SingleTitle,AnnualSalary,Annual,62,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,ActiveTitle
5442,PERSONNEL PROGRAM SYSTEMS SPEC,1,35600,46497,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
12200,STOCK WORKER,10,31873,46519,ValidSalary,MultipleTitles,AnnualSalary,Annual,47,SPECIAL OFFICERS L237 IBT,IBT,Intl Brotherhood of Teamsters,ActiveTitle
94226,CHIEF VOTING MACHINE TECHNICIA,1,46533,46533,ValidSalary,SingleTitle,AnnualSalary,Annual,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,ActiveTitle
94227,ACCOUNTANT (BOARD OF ELECTIONS,1,46533,46533,ValidSalary,SingleTitle,AnnualSalary,Annual,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,ActiveTitle
51801,PROBATION OFFICER TRAINEE,3,39721,46538,ValidSalary,MultipleTitles,AnnualSalary,Annual,105,PROBATION OFFICERS UNITED ASSO,UPOA,Probation Officer United Assoc,ActiveTitle
10118,CHIEF OFFICE ASSISTANT,2,35285,46566,ValidSalary,MultipleTitles,AnnualSalary,Annual,128,CLERICAL TITLES DC37,DC37,District Council 37,ActiveTitle
10132,SHOP CLERK,4,35285,46566,ValidSalary,MultipleTitles,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
10144,POLICE ADMINISTRATIVE AIDE,2,35285,46566,ValidSalary,MultipleTitles,AnnualSalary,Annual,128,CLERICAL TITLES DC37,DC37,District Council 37,ActiveTitle
10204,CONFIDENTIAL SECRETARY,3,36168,46566,ValidSalary,MultipleTitles,AnnualSalary,Annual,128,CLERICAL TITLES DC37,DC37,District Council 37,ActiveTitle
10220,SENIOR SECRETARY,2,35285,46566,ValidSalary,MultipleTitles,AnnualSalary,Annual,128,CLERICAL TITLES DC37,DC37,District Council 37,ActiveTitle
12804,CONFIDENTIAL SECRETARY (KINGS,1,36168,46566,ValidSalary,SingleTitle,AnnualSalary,Annual,128,CLERICAL TITLES DC37,DC37,District Council 37,ActiveTitle
41112,SUPERVISING PARKING METER COLL,2,35285,46566,ValidSalary,MultipleTitles,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
70400,CORRECTION ADMINISTRATIVE AIDE,1,35285,46566,ValidSalary,SingleTitle,AnnualSalary,Annual,128,CLERICAL TITLES DC37,DC37,District Council 37,ActiveTitle
90836,SENIOR OFFICE APPLIANCE MAINTA,1,35285,46566,ValidSalary,SingleTitle,AnnualSalary,Annual,128,CLERICAL TITLES DC37,DC37,District Council 37,ActiveTitle
6327,PROGRAM ADMINISTRATIVE OFFICER,1,32599,46570,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
31115,SUPERVISING INVESTIGATOR,1,38114,46632,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
52297,PRIN JUVENILE COUNSELOR,2,38114,46632,ValidSalary,MultipleTitles,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
6221,HEAD REGISTERED NURSE (BOARD O,2,39850,46653,ValidSalary,MultipleTitles,AnnualSalary,Annual,76,STAFF NURSES - UFT,UFT,United Federation of Teachers,ActiveTitle
90642,CITY PARKING METER SERVICE WOR,4,35086,46679,ValidSalary,MultipleTitles,AnnualSalary,Annual,132,"NON SUPERVISORY MAINTENANCE, S",DC37,District Council 37,ActiveTitle
51192,SENIOR PUBLIC HEALTH ADVISER (,4,42146,46699,ValidSalary,MultipleTitles,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
12891,SECRETARY TO THE BOARD OF CORR,1,46740,46740,ValidSalary,SingleTitle,AnnualSalary,Annual,662,NON COMPETITIVE OJ,N/U,Non-Union,ActiveTitle
22506,HOUSING DEVELOPMENT SPECIALIST,2,43030,46890,ValidSalary,MultipleTitles,AnnualSalary,Annual,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,ActiveTitle
91549,MARINE SOUNDER,1,46899,46899,ValidSalary,SingleTitle,AnnualSalary,Annual,111,MARINE TITLES L333 UMD,UMD,United Marine Division-L333ILA,ActiveTitle
35115,TRANSPORTATION INSPECTOR,1,37881,46907,ValidSalary,SingleTitle,AnnualSalary,Annual,47,SPECIAL OFFICERS L237 IBT,IBT,Intl Brotherhood of Teamsters,ActiveTitle
90502,SENIOR CREW CHEIF (PEST CONTRO,2,38650,46925,ValidSalary,MultipleTitles,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
6448,EXECUTIVE ASSISTANT TO THE COM,1,30000,47000,ValidSalary,SingleTitle,AnnualSalary,Annual,665,TEMPORARY OJ,N/U,Non-Union,ActiveTitle
40481,ASSISTANT WORKER'S COMPENSATIO,3,40133,47080,ValidSalary,MultipleTitles,AnnualSalary,Annual,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,ActiveTitle
40491,ASSISTANT RETIREMENT BENEFITS,2,40133,47080,ValidSalary,MultipleTitles,AnnualSalary,Annual,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,ActiveTitle
52016,SENIOR MORTUARY TECHNICIAN,1,41766,47137,ValidSalary,SingleTitle,AnnualSalary,Annual,97,BUYERS L300 SEIU,SEIU,Service Employees Int'l Union,ActiveTitle
31735,SENIOR TRAFFIC CONTROL INSPECT,3,38205,47166,ValidSalary,MultipleTitles,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
6388,WORD PROCESSING SPECIALIST (DO,1,35380,47173,ValidSalary,SingleTitle,AnnualSalary,Annual,999,DELETED TITLES PER DOP,N/U,Non-Union,DeletedTitle
